,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hr,Arrival_min,Departure_hr,Departure_min
2578,6,6,6,440,1.0,6,10529.0,18,5,2019,19,0,11,40
2579,1,1,1,1115,2.0,1,8875.0,27,3,2019,7,40,13,5
2580,4,4,4,740,1.0,4,10844.0,15,5,2019,20,45,8,25
2581,1,1,1,165,0.0,1,15676.0,1,3,2019,8,55,6,10
2582,4,4,4,910,1.0,4,7064.0,1,4,2019,23,35,8,25
2583,4,4,4,685,1.0,4,10844.0,9,6,2019,19,50,8,25
2584,4,4,4,1610,1.0,4,19595.0,6,3,2019,16,50,14,0
2585,4,4,4,1090,1.0,4,13941.0,1,5,2019,8,15,14,5
2586,3,3,3,455,1.0,3,6790.0,21,3,2019,16,10,8,35
2587,8,8,8,145,0.0,8,3841.0,27,4,2019,11,25,9,0
2588,4,4,4,1280,1.0,4,11087.0,18,3,2019,9,0,11,40
2589,1,1,1,1410,2.0,1,11491.0,15,5,2019,19,15,19,45
2590,3,3,3,170,0.0,3,3943.0,9,4,2019,8,20,5,30
2591,4,4,4,1200,1.0,4,22270.0,1,3,2019,7,40,11,40
2592,10,10,10,155,0.0,10,4878.0,9,6,2019,19,35,17,0
2593,4,4,4,335,1.0,4,14714.0,9,6,2019,4,25,22,50
2594,6,6,6,740,1.0,6,10877.0,24,6,2019,19,0,6,40
2595,1,1,1,1410,2.0,1,9653.0,15,6,2019,19,15,19,45
2596,4,4,4,960,1.0,4,14571.0,24,5,2019,12,0,20,0
2597,4,4,4,1550,1.0,4,7064.0,1,4,2019,20,45,18,55
2598,3,3,3,155,0.0,3,5618.0,6,3,2019,17,55,15,20
2599,6,6,6,690,1.0,6,13727.0,15,5,2019,1,30,14,0
2600,10,10,10,190,0.0,10,4851.0,1,4,2019,17,50,14,40
2601,1,1,1,760,2.0,1,15187.0,24,3,2019,21,50,9,10
2602,2,2,2,175,0.0,2,3419.0,15,5,2019,10,40,7,45
2603,3,3,3,165,0.0,3,3943.0,1,4,2019,8,50,6,5
2604,4,4,4,1615,2.0,4,15129.0,18,5,2019,12,35,9,40
2605,3,3,3,170,0.0,3,3419.0,21,6,2019,3,15,0,25
2606,1,1,1,1395,2.0,1,10861.0,21,5,2019,19,15,20,0
2607,3,3,3,295,1.0,3,7074.0,21,4,2019,10,5,5,10
2608,1,1,1,1780,2.0,1,11542.0,6,5,2019,15,5,9,25
2609,3,3,3,320,1.0,3,6968.0,21,4,2019,12,10,6,50
2610,4,4,4,180,0.0,4,5769.0,12,6,2019,20,45,17,45
2611,10,10,10,1580,1.0,10,7927.0,12,6,2019,22,40,20,20
2612,4,4,4,800,1.0,4,13044.0,12,6,2019,8,15,18,55
2613,4,4,4,810,2.0,4,15129.0,21,5,2019,12,35,23,5
2614,8,8,8,145,0.0,8,3841.0,1,5,2019,11,25,9,0
2615,3,3,3,155,0.0,3,4804.0,24,6,2019,22,55,20,20
2616,8,8,8,160,0.0,8,4319.0,12,4,2019,8,35,5,55
2617,4,4,4,1270,1.0,4,16079.0,27,5,2019,19,0,21,50
2618,4,4,4,375,1.0,4,54826.0,18,3,2019,5,5,22,50
2619,3,3,3,485,1.0,3,12351.0,9,3,2019,1,35,17,30
2620,4,4,4,1570,1.0,4,13067.0,6,5,2019,19,10,17,0
2621,4,4,4,765,1.0,4,13817.0,12,3,2019,7,40,18,55
2622,8,8,8,175,0.0,8,3625.0,21,5,2019,0,5,21,10
2623,1,1,1,1775,3.0,1,18293.0,12,3,2019,15,15,9,40
2624,10,10,10,165,0.0,10,5613.0,1,4,2019,22,15,19,30
2625,1,1,1,1565,1.0,1,11038.0,6,3,2019,8,15,6,10
2626,3,3,3,165,0.0,3,4077.0,3,4,2019,8,50,6,5
2627,6,6,6,780,1.0,6,6883.0,27,3,2019,21,0,8,0
2628,1,1,1,165,0.0,1,19508.0,3,3,2019,19,45,17,0
2629,1,1,1,865,1.0,1,8714.0,15,3,2019,23,15,8,50
2630,3,3,3,155,0.0,3,4804.0,1,5,2019,7,15,4,40
2631,6,6,6,450,1.0,6,15078.0,3,3,2019,15,30,8,0
2632,8,8,8,150,0.0,8,4807.0,21,4,2019,19,40,17,10
2633,6,6,6,565,3.0,6,21829.0,6,3,2019,21,0,11,35
2634,10,10,10,160,0.0,10,5403.0,24,3,2019,14,10,11,30
2635,4,4,4,550,1.0,4,26890.0,1,3,2019,16,10,7,0
2636,2,2,2,495,1.0,2,7335.0,18,5,2019,7,45,23,30
2637,4,4,4,650,2.0,4,9412.0,27,3,2019,4,25,17,35
2638,4,4,4,685,1.0,4,10844.0,21,5,2019,19,50,8,25
2639,3,3,3,175,0.0,3,4990.0,6,6,2019,21,50,18,55
2640,4,4,4,1760,2.0,4,16704.0,27,5,2019,4,25,23,5
2641,1,1,1,2240,2.0,1,7711.0,9,4,2019,19,15,5,55
2642,4,4,4,655,1.0,4,10262.0,3,6,2019,4,25,17,30
2643,6,6,6,490,1.0,6,6007.0,24,6,2019,21,0,12,50
2644,1,1,1,1200,2.0,1,12219.0,1,4,2019,5,25,9,25
2645,2,2,2,165,0.0,2,3898.0,1,5,2019,23,40,20,55
2646,4,4,4,1745,1.0,4,11467.0,6,5,2019,22,5,17,0
2647,1,1,1,725,2.0,1,12534.0,18,5,2019,20,25,8,20
2648,4,4,4,590,1.0,4,10844.0,6,6,2019,18,15,8,25
2649,8,8,8,170,0.0,8,4377.0,24,3,2019,8,35,5,45
2650,10,10,10,140,0.0,10,11982.0,9,6,2019,20,5,17,45
2651,8,8,8,170,0.0,8,4423.0,9,6,2019,12,20,9,30
2652,4,4,4,550,1.0,4,17234.0,3,3,2019,4,25,19,15
2653,10,10,10,945,1.0,10,8295.0,1,4,2019,22,55,7,10
2654,4,4,4,2295,2.0,4,15864.0,6,3,2019,19,45,5,30
2655,2,2,2,170,0.0,2,3398.0,27,5,2019,14,30,11,40
2656,6,6,6,750,1.0,6,7198.0,9,6,2019,1,30,13,0
2657,4,4,4,165,0.0,4,7229.0,6,4,2019,8,45,6,0
2658,4,4,4,1375,2.0,4,13014.0,12,6,2019,4,25,5,30
2659,1,1,1,1440,1.0,1,6528.0,9,5,2019,14,35,14,35
2661,4,4,4,1430,2.0,4,15129.0,21,5,2019,19,0,19,10
2662,1,1,1,1395,2.0,1,11071.0,15,6,2019,19,15,20,0
2663,8,8,8,155,0.0,8,4174.0,21,4,2019,9,30,6,55
2664,6,6,6,890,1.0,6,11299.0,27,3,2019,18,50,4,0
2665,4,4,4,1010,1.0,4,12373.0,18,5,2019,12,35,19,45
2666,1,1,1,1645,1.0,1,13439.0,1,3,2019,9,15,5,50
2667,3,3,3,155,0.0,3,4804.0,1,5,2019,22,55,20,20
2668,1,1,1,1210,2.0,1,11642.0,12,5,2019,5,35,9,25
2669,3,3,3,170,0.0,3,3419.0,18,6,2019,3,15,0,25
2670,3,3,3,335,2.0,3,6103.0,21,5,2019,12,10,6,35
2671,1,1,1,1100,2.0,1,13033.0,9,5,2019,1,20,7,0
2672,4,4,4,420,2.0,4,11245.0,18,3,2019,15,55,8,55
2673,4,4,4,330,1.0,4,10056.0,1,4,2019,12,0,6,30
2674,4,4,4,1080,1.0,4,10539.0,6,6,2019,14,25,20,25
2675,3,3,3,140,0.0,3,5277.0,18,3,2019,0,25,22,5
2676,1,1,1,795,1.0,1,11936.0,21,5,2019,23,15,10,0
2677,4,4,4,1375,2.0,4,13014.0,9,6,2019,4,25,5,30
2678,10,10,10,1640,1.0,10,8820.0,6,6,2019,20,20,17,0
2679,4,4,4,1295,1.0,4,12373.0,9,5,2019,12,35,15,0
2680,4,4,4,1655,1.0,4,10262.0,1,6,2019,12,35,9,0
2681,4,4,4,85,0.0,4,4995.0,3,6,2019,8,30,7,5
2682,4,4,4,1315,1.0,4,7438.0,27,3,2019,19,45,21,50
2683,3,3,3,170,0.0,3,4148.0,21,3,2019,8,20,5,30
2684,3,3,3,140,0.0,3,3597.0,27,5,2019,17,5,14,45
2685,0,0,0,955,1.0,0,5192.0,1,5,2019,23,30,7,35
2686,4,4,4,740,1.0,4,16736.0,6,3,2019,20,20,8,0
2687,6,6,6,480,1.0,6,7933.0,1,6,2019,21,0,13,0
2688,1,1,1,675,1.0,1,8879.0,18,5,2019,19,15,8,0
2689,3,3,3,195,0.0,3,5000.0,12,5,2019,17,40,14,25
2690,10,10,10,965,1.0,10,8137.0,6,5,2019,9,5,17,0
2691,1,1,1,1580,2.0,1,22096.0,9,3,2019,19,15,16,55
2692,8,8,8,170,0.0,8,4273.0,24,3,2019,8,35,5,45
2693,4,4,4,365,1.0,4,35185.0,1,3,2019,0,45,18,40
2694,3,3,3,220,1.0,3,4226.0,15,4,2019,23,15,19,35
2695,4,4,4,475,1.0,4,10844.0,1,5,2019,16,20,8,25
2696,3,3,3,90,0.0,3,2754.0,12,6,2019,13,30,12,0
2697,3,3,3,335,1.0,3,6301.0,6,6,2019,16,5,10,30
2698,1,1,1,1700,2.0,1,13222.0,18,5,2019,13,45,9,25
2699,4,4,4,1145,1.0,4,12898.0,21,5,2019,12,35,17,30
2700,1,1,1,830,1.0,1,12127.0,12,3,2019,20,35,6,45
2701,4,4,4,1540,1.0,4,13067.0,21,5,2019,22,5,20,25
2702,1,1,1,1660,2.0,1,9920.0,1,4,2019,20,25,16,45
2703,2,2,2,175,0.0,2,4239.0,1,4,2019,10,40,7,45
2704,4,4,4,1270,1.0,4,14714.0,6,6,2019,19,0,21,50
2705,3,3,3,325,1.0,3,6218.0,6,5,2019,23,30,18,5
2706,3,3,3,140,0.0,3,7295.0,1,3,2019,7,35,5,15
2707,6,6,6,460,1.0,6,7408.0,9,6,2019,11,30,3,50
2708,4,4,4,505,1.0,4,13994.0,9,6,2019,18,0,9,35
2709,3,3,3,150,0.0,3,5224.0,15,5,2019,16,55,14,25
2710,8,8,8,80,0.0,8,4391.0,9,3,2019,7,5,5,45
2711,1,1,1,1165,2.0,1,14109.0,18,5,2019,5,25,10,0
2712,8,8,8,170,0.0,8,4885.0,27,4,2019,12,20,9,30
2713,4,4,4,180,0.0,4,8016.0,1,6,2019,11,20,8,20
2714,6,6,6,395,1.0,6,12524.0,24,6,2019,12,35,6,0
2715,4,4,4,995,1.0,4,6017.0,27,3,2019,18,50,2,15
2716,1,1,1,1275,2.0,1,10441.0,9,5,2019,19,15,22,0
2717,8,8,8,175,0.0,8,3625.0,1,4,2019,0,5,21,10
2718,1,1,1,2280,3.0,1,15586.0,9,3,2019,19,15,5,15
2719,1,1,1,675,1.0,1,7199.0,27,3,2019,19,15,8,0
2720,4,4,4,1325,2.0,4,12273.0,21,3,2019,4,25,6,20
2721,6,6,6,390,1.0,6,7530.0,6,6,2019,1,30,19,0
2722,4,4,4,90,0.0,4,5678.0,21,5,2019,21,5,19,35
2723,1,1,1,1245,2.0,1,11753.0,24,6,2019,7,40,10,55
2724,8,8,8,90,0.0,8,1965.0,21,5,2019,0,15,22,45
2725,3,3,3,400,1.0,3,10208.0,21,3,2019,13,20,6,40
2726,3,3,3,305,1.0,3,5054.0,21,5,2019,1,30,20,25
2727,3,3,3,425,1.0,3,14871.0,3,3,2019,15,30,8,25
2728,4,4,4,715,1.0,4,12373.0,18,5,2019,19,0,7,5
2729,8,8,8,90,0.0,8,2017.0,15,6,2019,0,15,22,45
2730,4,4,4,890,1.0,4,10661.0,24,3,2019,4,45,13,55
2731,6,6,6,520,1.0,6,9794.0,9,5,2019,19,0,10,20
2732,4,4,4,1630,1.0,4,13067.0,9,5,2019,23,35,20,25
2733,8,8,8,140,0.0,8,7298.0,3,3,2019,20,5,17,45
2734,3,3,3,175,0.0,3,7648.0,3,3,2019,13,0,10,5
2735,1,1,1,590,2.0,1,10676.0,12,5,2019,21,50,12,0
2736,1,1,1,165,0.0,1,6961.0,3,6,2019,12,45,10,0
2737,3,3,3,845,1.0,3,6979.0,15,5,2019,1,30,11,25
2738,6,6,6,720,1.0,6,13587.0,27,5,2019,21,0,9,0
2739,4,4,4,570,1.0,4,10844.0,24,5,2019,23,35,14,5
2740,3,3,3,170,0.0,3,3943.0,12,5,2019,13,0,10,10
2741,3,3,3,705,1.0,3,6838.0,12,6,2019,21,0,9,15
2742,4,4,4,360,1.0,4,6542.0,15,4,2019,19,0,13,0
2743,4,4,4,715,1.0,4,12239.0,21,5,2019,19,0,7,5
2744,4,4,4,730,1.0,4,14388.0,12,5,2019,4,40,16,30
2745,3,3,3,170,0.0,3,4148.0,12,3,2019,8,20,5,30
2746,6,6,6,625,2.0,6,16840.0,18,5,2019,1,30,15,5
2747,6,6,6,765,1.0,6,9646.0,3,6,2019,22,30,9,45
2748,4,4,4,1265,1.0,4,14571.0,9,6,2019,18,15,21,10
2749,3,3,3,570,1.0,3,7923.0,15,5,2019,1,30,16,0
2750,4,4,4,520,1.0,4,8586.0,12,5,2019,4,40,20,0
2751,6,6,6,555,1.0,6,9646.0,3,6,2019,22,30,13,15
2752,4,4,4,1315,1.0,4,14388.0,18,5,2019,12,0,14,5
2753,4,4,4,1430,1.0,4,13044.0,12,6,2019,16,20,16,30
2754,6,6,6,540,1.0,6,10197.0,21,5,2019,19,0,10,0
2755,4,4,4,1395,1.0,4,14714.0,1,6,2019,19,0,19,45
2756,1,1,1,555,1.0,1,9929.0,1,6,2019,19,15,10,0
2757,4,4,4,335,1.0,4,6017.0,21,3,2019,4,25,22,50
2758,8,8,8,135,0.0,8,3597.0,27,6,2019,12,0,9,45
2759,1,1,1,570,1.0,1,5704.0,21,3,2019,23,0,13,30
2760,4,4,4,520,1.0,4,14714.0,3,6,2019,4,25,19,45
2761,1,1,1,165,0.0,1,5228.0,12,5,2019,12,45,10,0
2762,4,4,4,1520,1.0,4,11467.0,1,4,2019,10,55,9,35
2763,10,10,10,170,0.0,10,4668.0,6,6,2019,12,35,9,45
2764,3,3,3,180,0.0,3,4591.0,18,4,2019,0,15,21,15
2765,3,3,3,180,0.0,3,3943.0,12,5,2019,0,15,21,15
2766,1,1,1,165,0.0,1,5228.0,21,4,2019,12,45,10,0
2767,4,4,4,995,1.0,4,12242.0,27,3,2019,18,50,2,15
2768,1,1,1,1580,2.0,1,11185.0,9,6,2019,9,25,7,5
2769,3,3,3,975,1.0,3,6573.0,9,4,2019,1,30,9,15
2770,4,4,4,365,1.0,4,14781.0,15,5,2019,22,35,16,30
2771,1,1,1,970,2.0,1,14960.0,12,6,2019,8,55,16,45
2772,3,3,3,145,0.0,3,4332.0,15,5,2019,14,0,11,35
2773,0,0,0,170,0.0,0,7652.0,3,3,2019,8,40,5,50
2774,4,4,4,690,1.0,4,14151.0,24,5,2019,21,5,9,35
2775,8,8,8,170,0.0,8,4319.0,12,6,2019,12,20,9,30
2776,4,4,4,1420,2.0,4,10929.0,21,3,2019,18,50,19,10
2777,1,1,1,1620,2.0,1,11491.0,24,3,2019,10,0,7,0
2778,3,3,3,195,0.0,3,6015.0,18,4,2019,17,35,14,20
2779,4,4,4,690,1.0,4,12692.0,12,6,2019,21,5,9,35
2780,0,0,0,150,0.0,0,4384.0,9,3,2019,1,20,22,50
2781,3,3,3,165,0.0,3,3943.0,3,6,2019,8,50,6,5
2782,4,4,4,600,1.0,4,12373.0,18,5,2019,19,0,9,0
2783,4,4,4,315,1.0,4,19225.0,6,3,2019,13,15,8,0
2784,4,4,4,1385,1.0,4,14053.0,9,3,2019,18,50,19,45
2785,1,1,1,170,0.0,1,5911.0,12,4,2019,16,10,13,20
2786,6,6,6,740,1.0,6,10877.0,9,6,2019,19,0,6,40
2787,4,4,4,585,1.0,4,7757.0,6,6,2019,4,40,18,55
2788,3,3,3,515,1.0,3,6558.0,21,3,2019,16,10,7,35
2789,3,3,3,165,0.0,3,4804.0,21,4,2019,12,20,9,35
2790,4,4,4,90,0.0,4,5678.0,18,3,2019,17,20,15,50
2791,4,4,4,1105,1.0,4,12373.0,9,5,2019,4,25,10,0
2792,4,4,4,165,0.0,4,5198.0,6,5,2019,8,45,6,0
2793,3,3,3,150,0.0,3,6064.0,1,6,2019,16,55,14,25
2794,4,4,4,395,1.0,4,15029.0,9,3,2019,4,25,21,50
2795,4,4,4,810,2.0,4,10909.0,9,4,2019,19,0,5,30
2796,6,6,6,665,1.0,6,18492.0,9,3,2019,19,45,8,40
2797,4,4,4,1570,1.0,4,10262.0,24,6,2019,4,25,2,15
2798,4,4,4,345,1.0,4,8781.0,18,5,2019,17,35,11,50
2799,3,3,3,455,1.0,3,6442.0,27,5,2019,16,10,8,35
2800,4,4,4,405,1.0,4,20120.0,12,3,2019,16,35,9,50
2801,10,10,10,165,0.0,10,4878.0,27,5,2019,22,15,19,30
2802,4,4,4,760,1.0,4,16736.0,6,3,2019,18,25,5,45
2803,8,8,8,435,1.0,8,9630.0,24,5,2019,18,30,11,15
2804,10,10,10,700,1.0,10,8610.0,9,5,2019,18,50,7,10
2805,10,10,10,135,0.0,10,3687.0,27,6,2019,9,20,7,5
2806,10,10,10,765,1.0,10,8452.0,15,5,2019,9,5,20,20
2807,3,3,3,170,0.0,3,3943.0,18,5,2019,13,20,10,30
2808,3,3,3,85,0.0,3,3342.0,15,3,2019,7,45,6,20
2809,4,4,4,1080,1.0,4,13067.0,12,5,2019,14,25,20,25
2810,10,10,10,165,0.0,10,4878.0,6,5,2019,22,15,19,30
2811,4,4,4,775,1.0,4,14388.0,9,5,2019,10,5,21,10
2812,4,4,4,900,2.0,4,16704.0,27,5,2019,4,25,13,25
2813,1,1,1,75,0.0,1,3100.0,21,5,2019,20,45,19,30
2814,1,1,1,1480,3.0,1,13387.0,12,3,2019,18,5,17,25
2815,3,3,3,90,0.0,3,4049.0,9,6,2019,10,40,9,10
2816,4,4,4,810,2.0,4,13029.0,18,5,2019,19,0,5,30
2817,8,8,8,175,0.0,8,3919.0,9,4,2019,0,5,21,10
2818,3,3,3,145,0.0,3,3850.0,3,5,2019,7,40,5,15
2819,1,1,1,1210,2.0,1,8839.0,24,6,2019,9,25,13,15
2820,4,4,4,730,1.0,4,7064.0,1,4,2019,4,40,16,30
2821,4,4,4,735,1.0,4,13941.0,12,5,2019,8,15,20,0
2822,1,1,1,1470,3.0,1,13007.0,24,5,2019,10,30,10,0
2823,4,4,4,510,1.0,4,14781.0,18,5,2019,22,35,14,5
2824,4,4,4,90,0.0,4,2071.0,18,3,2019,21,5,19,35
2825,4,4,4,195,0.0,4,4256.0,21,6,2019,14,15,11,0
2826,10,10,10,155,0.0,10,7923.0,9,3,2019,18,35,16,0
2827,0,0,0,150,0.0,0,3782.0,15,3,2019,1,20,22,50
2828,4,4,4,800,1.0,4,12384.0,15,5,2019,9,45,20,25
2829,6,6,6,935,1.0,6,8565.0,21,3,2019,1,35,10,0
2830,3,3,3,300,1.0,3,6232.0,21,3,2019,21,0,16,0
2831,3,3,3,170,0.0,3,4777.0,9,3,2019,8,20,5,30
2832,1,1,1,155,0.0,1,4145.0,1,6,2019,23,20,20,45
2833,0,0,0,720,1.0,0,5192.0,15,5,2019,10,40,22,40
2834,1,1,1,170,0.0,1,4729.0,1,4,2019,8,0,5,10
2835,3,3,3,860,1.0,3,6093.0,3,6,2019,21,0,6,40
2836,1,1,1,545,1.0,1,8891.0,1,5,2019,18,30,9,25
2837,4,4,4,745,1.0,4,12242.0,27,3,2019,4,25,16,0
2838,4,4,4,1500,1.0,4,11467.0,1,5,2019,18,0,17,0
2839,4,4,4,730,1.0,4,14781.0,21,5,2019,9,20,21,10
2840,6,6,6,720,1.0,6,10197.0,18,5,2019,19,0,7,0
2841,4,4,4,725,1.0,4,17261.0,6,3,2019,9,30,21,25
2842,1,1,1,765,1.0,1,7480.0,1,5,2019,9,25,20,40
2843,3,3,3,155,0.0,3,4804.0,21,5,2019,18,5,15,30
2844,8,8,8,145,0.0,8,4439.0,21,4,2019,11,25,9,0
2845,4,4,4,1375,2.0,4,10368.0,6,6,2019,4,25,5,30
2846,8,8,8,310,1.0,8,6065.0,21,3,2019,11,20,6,10
2847,4,4,4,585,1.0,4,8586.0,24,5,2019,4,40,18,55
2848,3,3,3,185,0.0,3,5406.0,18,3,2019,17,35,14,30
2849,4,4,4,600,2.0,4,12142.0,6,6,2019,4,25,18,25
2850,4,4,4,620,1.0,4,14714.0,6,6,2019,12,35,2,15
2851,4,4,4,1570,1.0,4,10262.0,15,6,2019,4,25,2,15
2852,1,1,1,725,1.0,1,15434.0,6,3,2019,23,55,11,50
2853,1,1,1,1390,2.0,1,10676.0,18,5,2019,11,10,12,0
2854,3,3,3,155,0.0,3,4804.0,21,4,2019,22,55,20,20
2855,4,4,4,1025,2.0,4,13014.0,9,6,2019,12,35,19,30
2856,3,3,3,170,0.0,3,3943.0,3,5,2019,13,0,10,10
2857,1,1,1,990,2.0,1,9678.0,6,3,2019,22,0,5,30
2858,4,4,4,685,1.0,4,14781.0,15,5,2019,19,50,8,25
2859,6,6,6,600,1.0,6,10197.0,15,5,2019,19,0,9,0
2860,1,1,1,800,2.0,1,10861.0,9,5,2019,19,15,5,55
2861,4,4,4,450,1.0,4,10844.0,1,5,2019,4,40,21,10
2862,1,1,1,965,1.0,1,7480.0,21,5,2019,9,25,17,20
2863,3,3,3,500,1.0,3,5684.0,24,6,2019,1,30,17,10
2864,4,4,4,1620,1.0,4,14714.0,6,6,2019,19,0,16,0
2865,4,4,4,505,1.0,4,9314.0,1,4,2019,18,0,9,35
2866,1,1,1,155,0.0,1,4435.0,15,3,2019,23,20,20,45
2867,6,6,6,690,1.0,6,11789.0,27,6,2019,19,0,7,30
2868,8,8,8,175,0.0,8,3919.0,3,4,2019,0,5,21,10
2869,4,4,4,175,0.0,4,5198.0,6,4,2019,18,10,15,15
2870,8,8,8,170,0.0,8,4273.0,24,3,2019,8,35,5,45
2871,10,10,10,1550,1.0,10,8820.0,9,5,2019,18,50,17,0
2872,3,3,3,90,0.0,3,2754.0,6,5,2019,13,30,12,0
2873,10,10,10,1625,1.0,10,8085.0,9,6,2019,23,25,20,20
2874,4,4,4,1480,1.0,4,10539.0,9,6,2019,21,5,20,25
2875,4,4,4,750,1.0,4,14676.0,9,6,2019,22,5,9,35
2876,4,4,4,1570,1.0,4,6017.0,27,3,2019,4,25,2,15
2877,4,4,4,185,0.0,4,4544.0,1,4,2019,22,0,18,55
2878,9,9,9,195,1.0,9,4140.0,6,3,2019,16,20,13,5
2879,4,4,4,175,0.0,4,7229.0,3,5,2019,14,5,11,10
2880,1,1,1,1275,2.0,1,16373.0,9,3,2019,19,15,22,0
2881,1,1,1,1045,2.0,1,10991.0,1,5,2019,23,15,5,50
2882,4,4,4,1315,1.0,4,9663.0,18,5,2019,12,0,14,5
2883,1,1,1,1520,1.0,1,14305.0,1,3,2019,23,20,22,0
2884,0,0,0,865,1.0,0,6752.0,15,5,2019,7,10,16,45
2885,4,4,4,1010,1.0,4,8529.0,12,6,2019,9,20,16,30
2886,3,3,3,195,0.0,3,4729.0,27,3,2019,8,50,5,35
2887,6,6,6,735,1.0,6,7670.0,18,5,2019,21,0,8,45
2888,4,4,4,90,0.0,4,4995.0,3,5,2019,11,50,10,20
2889,4,4,4,180,0.0,4,7229.0,1,5,2019,11,20,8,20
2890,3,3,3,175,0.0,3,4823.0,27,4,2019,10,5,7,10
2891,0,0,0,150,0.0,0,3782.0,27,3,2019,22,5,19,35
2892,4,4,4,1485,1.0,4,12898.0,21,5,2019,19,0,18,15
2893,8,8,8,140,0.0,8,3841.0,24,5,2019,0,40,22,20
2894,6,6,6,505,1.0,6,9627.0,18,5,2019,19,0,10,35
2895,4,4,4,890,1.0,4,14571.0,9,6,2019,12,0,21,10
2896,3,3,3,155,0.0,3,6985.0,24,3,2019,17,55,15,20
2897,4,4,4,85,0.0,4,8040.0,21,6,2019,8,30,7,5
2898,3,3,3,155,0.0,3,4804.0,21,6,2019,0,50,22,15
2899,6,6,6,845,1.0,6,10678.0,27,6,2019,19,0,4,55
2900,4,4,4,1515,1.0,4,14231.0,24,3,2019,18,10,16,55
2901,4,4,4,1220,1.0,4,8529.0,12,6,2019,16,20,20,0
2902,1,1,1,500,2.0,1,11753.0,24,6,2019,19,15,10,55
2903,4,4,4,1760,2.0,4,16704.0,18,5,2019,4,25,23,5
2904,4,4,4,585,1.0,4,13374.0,6,6,2019,4,40,18,55
2905,1,1,1,80,0.0,1,3625.0,1,5,2019,22,25,21,5
2906,4,4,4,1620,1.0,4,16079.0,21,5,2019,19,0,16,0
2907,4,4,4,940,1.0,4,10262.0,27,6,2019,12,35,20,55
2908,4,4,4,330,1.0,4,9663.0,15,5,2019,12,0,6,30
2909,6,6,6,450,1.0,6,9595.0,18,5,2019,1,30,18,0
2910,3,3,3,155,0.0,3,4804.0,24,6,2019,19,50,17,15
2911,1,1,1,1165,2.0,1,12744.0,9,6,2019,5,25,10,0
2912,1,1,1,170,0.0,1,6961.0,1,6,2019,16,10,13,20
2913,4,4,4,875,1.0,4,9663.0,6,5,2019,4,40,14,5
2914,6,6,6,520,1.0,6,7575.0,21,5,2019,19,15,10,35
2915,1,1,1,925,2.0,1,13355.0,3,3,2019,10,35,19,10
2916,1,1,1,1700,2.0,1,12592.0,24,5,2019,13,45,9,25
2917,1,1,1,90,0.0,1,3625.0,1,6,2019,15,25,13,55
2918,4,4,4,805,1.0,4,10262.0,24,6,2019,4,25,15,0
2919,1,1,1,1410,2.0,1,9443.0,21,5,2019,19,15,19,45
2920,1,1,1,635,1.0,1,18959.0,9,3,2019,19,15,8,40
2921,3,3,3,85,0.0,3,4784.0,3,3,2019,7,45,6,20
2922,1,1,1,1110,1.0,1,7893.0,1,4,2019,12,0,17,30
2923,1,1,1,1490,2.0,1,14431.0,27,6,2019,7,40,6,50
2924,5,5,5,340,1.0,5,79512.0,1,3,2019,11,25,5,45
2925,4,4,4,90,0.0,4,3210.0,24,5,2019,21,5,19,35
2926,6,6,6,900,1.0,6,13677.0,9,3,2019,21,0,6,0
2927,1,1,1,1640,1.0,1,7480.0,27,5,2019,9,25,6,5
2928,1,1,1,760,1.0,1,8372.0,24,6,2019,7,40,19,0
2929,4,4,4,1380,2.0,4,11664.0,27,3,2019,4,25,5,25
2930,1,1,1,165,0.0,1,6961.0,18,6,2019,12,45,10,0
2931,1,1,1,165,0.0,1,6121.0,24,4,2019,19,45,17,0
2932,1,1,1,165,0.0,1,5911.0,12,4,2019,8,55,6,10
2933,2,2,2,170,0.0,2,3398.0,6,5,2019,14,30,11,40
2934,6,6,6,390,1.0,6,7530.0,9,6,2019,1,30,19,0
2935,2,2,2,165,0.0,2,3419.0,24,5,2019,23,40,20,55
2936,10,10,10,175,0.0,10,6558.0,24,3,2019,0,5,21,10
2937,1,1,1,1435,1.0,1,10203.0,9,6,2019,20,25,20,30
2938,4,4,4,1525,1.0,4,11087.0,12,3,2019,20,20,18,55
2939,8,8,8,170,0.0,8,5575.0,24,3,2019,23,20,20,30
2940,0,0,0,870,1.0,0,6152.0,24,4,2019,22,25,7,55
2941,4,4,4,435,1.0,4,5608.0,9,5,2019,17,35,10,20
2942,4,4,4,1365,1.0,4,17261.0,6,3,2019,10,25,11,40
2943,4,4,4,1615,2.0,4,15129.0,9,5,2019,12,35,9,40
2944,2,2,2,165,0.0,2,3419.0,6,5,2019,23,40,20,55
2945,3,3,3,285,1.0,3,6218.0,21,3,2019,15,30,10,45
2946,4,4,4,620,1.0,4,14714.0,3,6,2019,12,35,2,15
2947,6,6,6,465,1.0,6,14848.0,3,6,2019,19,15,11,30
2948,4,4,4,435,1.0,4,9358.0,12,5,2019,17,35,10,20
2949,1,1,1,1350,1.0,1,8366.0,6,5,2019,7,55,9,25
2950,6,6,6,465,1.0,6,15342.0,6,3,2019,19,15,11,30
2951,4,4,4,80,0.0,4,5678.0,21,3,2019,4,25,3,5
